card1,card2,card3,suit_texture,rank_texture,high_card_class,gap_high_mid,gap_mid_low,has_straight_potential,weight
As,6s,2s,monotone,unpaired,broadway,7,3,false,4
As,6s,2h,two_tone,unpaired,broadway,7,3,false,12
As,6s,3s,monotone,unpaired,broadway,7,2,false,4
As,6s,3h,two_tone,unpaired,broadway,7,2,false,12
As,6s,4s,monotone,unpaired,broadway,7,1,false,4
As,6s,4h,two_tone,unpaired,broadway,7,1,false,12
As,6s,5s,monotone,unpaired,broadway,7,0,false,4
As,6s,5h,two_tone,unpaired,broadway,7,0,false,12
As,6s,6h,two_tone,paired,broadway,7,0,false,12
As,6h,2s,two_tone,unpaired,broadway,7,3,false,12
As,6h,2d,rainbow,unpaired,broadway,7,3,false,24
As,6h,3s,two_tone,unpaired,broadway,7,2,false,12
As,6h,3d,rainbow,unpaired,broadway,7,2,false,24
As,6h,4s,two_tone,unpaired,broadway,7,1,false,12
As,6h,4d,rainbow,unpaired,broadway,7,1,false,24
As,6h,5s,two_tone,unpaired,broadway,7,0,false,12
As,6h,5d,rainbow,unpaired,broadway,7,0,false,24
As,6h,6d,rainbow,paired,broadway,7,0,false,12
As,7s,2s,monotone,unpaired,broadway,6,4,false,4
As,7s,2h,two_tone,unpaired,broadway,6,4,false,12
As,7s,3s,monotone,unpaired,broadway,6,3,false,4
As,7s,3h,two_tone,unpaired,broadway,6,3,false,12
As,7s,4s,monotone,unpaired,broadway,6,2,false,4
As,7s,4h,two_tone,unpaired,broadway,6,2,false,12
As,7s,5s,monotone,unpaired,broadway,6,1,false,4
As,7s,5h,two_tone,unpaired,broadway,6,1,false,12
As,7s,6s,monotone,unpaired,broadway,6,0,false,4
As,7s,6h,two_tone,unpaired,broadway,6,0,false,12
As,7s,7h,two_tone,paired,broadway,6,0,false,12
As,7h,2s,two_tone,unpaired,broadway,6,4,false,12
As,7h,2d,rainbow,unpaired,broadway,6,4,false,24
As,7h,3s,two_tone,unpaired,broadway,6,3,false,12
As,7h,3d,rainbow,unpaired,broadway,6,3,false,24
As,7h,4s,two_tone,unpaired,broadway,6,2,false,12
As,7h,4d,rainbow,unpaired,broadway,6,2,false,24
As,7h,5s,two_tone,unpaired,broadway,6,1,false,12
As,7h,5d,rainbow,unpaired,broadway,6,1,false,24
As,7h,6s,two_tone,unpaired,broadway,6,0,false,12
As,7h,6d,rainbow,unpaired,broadway,6,0,false,24
As,7h,7d,rainbow,paired,broadway,6,0,false,12
As,8s,2s,monotone,unpaired,broadway,5,5,false,4
As,8s,2h,two_tone,unpaired,broadway,5,5,false,12
As,8s,3s,monotone,unpaired,broadway,5,4,false,4
As,8s,3h,two_tone,unpaired,broadway,5,4,false,12
As,8s,4s,monotone,unpaired,broadway,5,3,false,4
As,8s,4h,two_tone,unpaired,broadway,5,3,false,12
As,8s,5s,monotone,unpaired,broadway,5,2,false,4
As,8s,5h,two_tone,unpaired,broadway,5,2,false,12
As,8s,6s,monotone,unpaired,broadway,5,1,false,4
As,8s,6h,two_tone,unpaired,broadway,5,1,false,12
As,8s,7s,monotone,unpaired,broadway,5,0,false,4
As,8s,7h,two_tone,unpaired,broadway,5,0,false,12
As,8s,8h,two_tone,paired,broadway,5,0,false,12
As,8h,2s,two_tone,unpaired,broadway,5,5,false,12
As,8h,2d,rainbow,unpaired,broadway,5,5,false,24
As,8h,3s,two_tone,unpaired,broadway,5,4,false,12
As,8h,3d,rainbow,unpaired,broadway,5,4,false,24
As,8h,4s,two_tone,unpaired,broadway,5,3,false,12
As,8h,4d,rainbow,unpaired,broadway,5,3,false,24
As,8h,5s,two_tone,unpaired,broadway,5,2,false,12
As,8h,5d,rainbow,unpaired,broadway,5,2,false,24
As,8h,6s,two_tone,unpaired,broadway,5,1,false,12
As,8h,6d,rainbow,unpaired,broadway,5,1,false,24
As,8h,7s,two_tone,unpaired,broadway,5,0,false,12
As,8h,7d,rainbow,unpaired,broadway,5,0,false,24
As,8h,8d,rainbow,paired,broadway,5,0,false,12
As,9s,2s,monotone,unpaired,broadway,4,6,false,4
As,9s,2h,two_tone,unpaired,broadway,4,6,false,12
As,9s,3s,monotone,unpaired,broadway,4,5,false,4
As,9s,3h,two_tone,unpaired,broadway,4,5,false,12
As,9s,4s,monotone,unpaired,broadway,4,4,false,4
As,9s,4h,two_tone,unpaired,broadway,4,4,false,12
As,9s,5s,monotone,unpaired,broadway,4,3,false,4
As,9s,5h,two_tone,unpaired,broadway,4,3,false,12
As,9s,6s,monotone,unpaired,broadway,4,2,false,4
As,9s,6h,two_tone,unpaired,broadway,4,2,false,12
As,9s,7s,monotone,unpaired,broadway,4,1,false,4
As,9s,7h,two_tone,unpaired,broadway,4,1,false,12
As,9s,8s,monotone,unpaired,broadway,4,0,false,4
As,9s,8h,two_tone,unpaired,broadway,4,0,false,12
As,9s,9h,two_tone,paired,broadway,4,0,false,12
As,9h,2s,two_tone,unpaired,broadway,4,6,false,12
As,9h,2d,rainbow,unpaired,broadway,4,6,false,24
As,9h,3s,two_tone,unpaired,broadway,4,5,false,12
As,9h,3d,rainbow,unpaired,broadway,4,5,false,24
As,9h,4s,two_tone,unpaired,broadway,4,4,false,12
As,9h,4d,rainbow,unpaired,broadway,4,4,false,24
As,9h,5s,two_tone,unpaired,broadway,4,3,false,12
As,9h,5d,rainbow,unpaired,broadway,4,3,false,24
As,9h,6s,two_tone,unpaired,broadway,4,2,false,12
As,9h,6d,rainbow,unpaired,broadway,4,2,false,24
As,9h,7s,two_tone,unpaired,broadway,4,1,false,12
As,9h,7d,rainbow,unpaired,broadway,4,1,false,24
As,9h,8s,two_tone,unpaired,broadway,4,0,false,12
As,9h,8d,rainbow,unpaired,broadway,4,0,false,24
As,9h,9d,rainbow,paired,broadway,4,0,false,12
As,Ts,2s,monotone,unpaired,broadway,3,7,false,4
As,Ts,2h,two_tone,unpaired,broadway,3,7,false,12
As,Ts,3s,monotone,unpaired,broadway,3,6,false,4
As,Ts,3h,two_tone,unpaired,broadway,3,6,false,12
As,Ts,4s,monotone,unpaired,broadway,3,5,false,4
As,Ts,4h,two_tone,unpaired,broadway,3,5,false,12
As,Ts,5s,monotone,unpaired,broadway,3,4,false,4
As,Ts,5h,two_tone,unpaired,broadway,3,4,false,12
As,Ts,6s,monotone,unpaired,broadway,3,3,false,4
As,Ts,6h,two_tone,unpaired,broadway,3,3,false,12
As,Ts,7s,monotone,unpaired,broadway,3,2,false,4
As,Ts,7h,two_tone,unpaired,broadway,3,2,false,12
As,Ts,8s,monotone,unpaired,broadway,3,1,false,4
As,Ts,8h,two_tone,unpaired,broadway,3,1,false,12
As,Ts,9s,monotone,unpaired,broadway,3,0,false,4
As,Ts,9h,two_tone,unpaired,broadway,3,0,false,12
As,Ts,Th,two_tone,paired,broadway,3,0,true,12
As,Th,2s,two_tone,unpaired,broadway,3,7,false,12
As,Th,2d,rainbow,unpaired,broadway,3,7,false,24
As,Th,3s,two_tone,unpaired,broadway,3,6,false,12
As,Th,3d,rainbow,unpaired,broadway,3,6,false,24
As,Th,4s,two_tone,unpaired,broadway,3,5,false,12
As,Th,4d,rainbow,unpaired,broadway,3,5,false,24
As,Th,5s,two_tone,unpaired,broadway,3,4,false,12
As,Th,5d,rainbow,unpaired,broadway,3,4,false,24
As,Th,6s,two_tone,unpaired,broadway,3,3,false,12
As,Th,6d,rainbow,unpaired,broadway,3,3,false,24
As,Th,7s,two_tone,unpaired,broadway,3,2,false,12
As,Th,7d,rainbow,unpaired,broadway,3,2,false,24
As,Th,8s,two_tone,unpaired,broadway,3,1,false,12
As,Th,8d,rainbow,unpaired,broadway,3,1,false,24
As,Th,9s,two_tone,unpaired,broadway,3,0,false,12
As,Th,9d,rainbow,unpaired,broadway,3,0,false,24
As,Th,Td,rainbow,paired,broadway,3,0,true,12
As,Js,2s,monotone,unpaired,broadway,2,8,false,4
As,Js,2h,two_tone,unpaired,broadway,2,8,false,12
As,Js,3s,monotone,unpaired,broadway,2,7,false,4
As,Js,3h,two_tone,unpaired,broadway,2,7,false,12
As,Js,4s,monotone,unpaired,broadway,2,6,false,4
As,Js,4h,two_tone,unpaired,broadway,2,6,false,12
As,Js,5s,monotone,unpaired,broadway,2,5,false,4
As,Js,5h,two_tone,unpaired,broadway,2,5,false,12
As,Js,6s,monotone,unpaired,broadway,2,4,false,4
As,Js,6h,two_tone,unpaired,broadway,2,4,false,12
As,Js,7s,monotone,unpaired,broadway,2,3,false,4
As,Js,7h,two_tone,unpaired,broadway,2,3,false,12
As,Js,8s,monotone,unpaired,broadway,2,2,false,4
As,Js,8h,two_tone,unpaired,broadway,2,2,false,12
As,Js,9s,monotone,unpaired,broadway,2,1,false,4
As,Js,9h,two_tone,unpaired,broadway,2,1,false,12
As,Js,Ts,monotone,unpaired,broadway,2,0,true,4
As,Js,Th,two_tone,unpaired,broadway,2,0,true,12
As,Js,Jh,two_tone,paired,broadway,2,0,true,12
As,Jh,2s,two_tone,unpaired,broadway,2,8,false,12
As,Jh,2d,rainbow,unpaired,broadway,2,8,false,24
As,Jh,3s,two_tone,unpaired,broadway,2,7,false,12
As,Jh,3d,rainbow,unpaired,broadway,2,7,false,24
As,Jh,4s,two_tone,unpaired,broadway,2,6,false,12
As,Jh,4d,rainbow,unpaired,broadway,2,6,false,24
As,Jh,5s,two_tone,unpaired,broadway,2,5,false,12
As,Jh,5d,rainbow,unpaired,broadway,2,5,false,24
As,Jh,6s,two_tone,unpaired,broadway,2,4,false,12
As,Jh,6d,rainbow,unpaired,broadway,2,4,false,24
As,Jh,7s,two_tone,unpaired,broadway,2,3,false,12
As,Jh,7d,rainbow,unpaired,broadway,2,3,false,24
As,Jh,8s,two_tone,unpaired,broadway,2,2,false,12
As,Jh,8d,rainbow,unpaired,broadway,2,2,false,24
As,Jh,9s,two_tone,unpaired,broadway,2,1,false,12
As,Jh,9d,rainbow,unpaired,broadway,2,1,false,24
As,Jh,Ts,two_tone,unpaired,broadway,2,0,true,12
As,Jh,Td,rainbow,unpaired,broadway,2,0,true,24
As,Jh,Jd,rainbow,paired,broadway,2,0,true,12
As,Qs,2s,monotone,unpaired,broadway,1,9,false,4
As,Qs,2h,two_tone,unpaired,broadway,1,9,false,12
As,Qs,3s,monotone,unpaired,broadway,1,8,false,4
As,Qs,3h,two_tone,unpaired,broadway,1,8,false,12
As,Qs,4s,monotone,unpaired,broadway,1,7,false,4
As,Qs,4h,two_tone,unpaired,broadway,1,7,false,12
As,Qs,5s,monotone,unpaired,broadway,1,6,false,4
As,Qs,5h,two_tone,unpaired,broadway,1,6,false,12
As,Qs,6s,monotone,unpaired,broadway,1,5,false,4
As,Qs,6h,two_tone,unpaired,broadway,1,5,false,12
As,Qs,7s,monotone,unpaired,broadway,1,4,false,4
As,Qs,7h,two_tone,unpaired,broadway,1,4,false,12
As,Qs,8s,monotone,unpaired,broadway,1,3,false,4
As,Qs,8h,two_tone,unpaired,broadway,1,3,false,12
As,Qs,9s,monotone,unpaired,broadway,1,2,false,4
As,Qs,9h,two_tone,unpaired,broadway,1,2,false,12
As,Qs,Ts,monotone,unpaired,broadway,1,1,true,4
As,Qs,Th,two_tone,unpaired,broadway,1,1,true,12
As,Qs,Js,monotone,unpaired,broadway,1,0,true,4
As,Qs,Jh,two_tone,unpaired,broadway,1,0,true,12
As,Qs,Qh,two_tone,paired,broadway,1,0,true,12
As,Qh,2s,two_tone,unpaired,broadway,1,9,false,12
As,Qh,2d,rainbow,unpaired,broadway,1,9,false,24
As,Qh,3s,two_tone,unpaired,broadway,1,8,false,12
As,Qh,3d,rainbow,unpaired,broadway,1,8,false,24
As,Qh,4s,two_tone,unpaired,broadway,1,7,false,12
As,Qh,4d,rainbow,unpaired,broadway,1,7,false,24
As,Qh,5s,two_tone,unpaired,broadway,1,6,false,12
As,Qh,5d,rainbow,unpaired,broadway,1,6,false,24
As,Qh,6s,two_tone,unpaired,broadway,1,5,false,12
As,Qh,6d,rainbow,unpaired,broadway,1,5,false,24
As,Qh,7s,two_tone,unpaired,broadway,1,4,false,12
As,Qh,7d,rainbow,unpaired,broadway,1,4,false,24
As,Qh,8s,two_tone,unpaired,broadway,1,3,false,12
As,Qh,8d,rainbow,unpaired,broadway,1,3,false,24
As,Qh,9s,two_tone,unpaired,broadway,1,2,false,12
As,Qh,9d,rainbow,unpaired,broadway,1,2,false,24
As,Qh,Ts,two_tone,unpaired,broadway,1,1,true,12
As,Qh,Td,rainbow,unpaired,broadway,1,1,true,24
As,Qh,Js,two_tone,unpaired,broadway,1,0,true,12
As,Qh,Jd,rainbow,unpaired,broadway,1,0,true,24
As,Qh,Qd,rainbow,paired,broadway,1,0,true,12
As,Ks,2s,monotone,unpaired,broadway,0,10,false,4
As,Ks,2h,two_tone,unpaired,broadway,0,10,false,12
As,Ks,3s,monotone,unpaired,broadway,0,9,false,4
As,Ks,3h,two_tone,unpaired,broadway,0,9,false,12
As,Ks,4s,monotone,unpaired,broadway,0,8,false,4
As,Ks,4h,two_tone,unpaired,broadway,0,8,false,12
As,Ks,5s,monotone,unpaired,broadway,0,7,false,4
As,Ks,5h,two_tone,unpaired,broadway,0,7,false,12
As,Ks,6s,monotone,unpaired,broadway,0,6,false,4
As,Ks,6h,two_tone,unpaired,broadway,0,6,false,12
As,Ks,7s,monotone,unpaired,broadway,0,5,false,4
As,Ks,7h,two_tone,unpaired,broadway,0,5,false,12
As,Ks,8s,monotone,unpaired,broadway,0,4,false,4
As,Ks,8h,two_tone,unpaired,broadway,0,4,false,12
As,Ks,9s,monotone,unpaired,broadway,0,3,false,4
As,Ks,9h,two_tone,unpaired,broadway,0,3,false,12
As,Ks,Ts,monotone,unpaired,broadway,0,2,true,4
As,Ks,Th,two_tone,unpaired,broadway,0,2,true,12
As,Ks,Js,monotone,unpaired,broadway,0,1,true,4
As,Ks,Jh,two_tone,unpaired,broadway,0,1,true,12
As,Ks,Qs,monotone,unpaired,broadway,0,0,true,4
As,Ks,Qh,two_tone,unpaired,broadway,0,0,true,12
As,Ks,Kh,two_tone,paired,broadway,0,0,true,12
As,Kh,2s,two_tone,unpaired,broadway,0,10,false,12
As,Kh,2d,rainbow,unpaired,broadway,0,10,false,24
As,Kh,3s,two_tone,unpaired,broadway,0,9,false,12
As,Kh,3d,rainbow,unpaired,broadway,0,9,false,24
As,Kh,4s,two_tone,unpaired,broadway,0,8,false,12
As,Kh,4d,rainbow,unpaired,broadway,0,8,false,24
As,Kh,5s,two_tone,unpaired,broadway,0,7,false,12
As,Kh,5d,rainbow,unpaired,broadway,0,7,false,24
As,Kh,6s,two_tone,unpaired,broadway,0,6,false,12
As,Kh,6d,rainbow,unpaired,broadway,0,6,false,24
As,Kh,7s,two_tone,unpaired,broadway,0,5,false,12
As,Kh,7d,rainbow,unpaired,broadway,0,5,false,24
As,Kh,8s,two_tone,unpaired,broadway,0,4,false,12
As,Kh,8d,rainbow,unpaired,broadway,0,4,false,24
As,Kh,9s,two_tone,unpaired,broadway,0,3,false,12
As,Kh,9d,rainbow,unpaired,broadway,0,3,false,24
As,Kh,Ts,two_tone,unpaired,broadway,0,2,true,12
As,Kh,Td,rainbow,unpaired,broadway,0,2,true,24
As,Kh,Js,two_tone,unpaired,broadway,0,1,true,12
As,Kh,Jd,rainbow,unpaired,broadway,0,1,true,24
As,Kh,Qs,two_tone,unpaired,broadway,0,0,true,12
As,Kh,Qd,rainbow,unpaired,broadway,0,0,true,24
As,Kh,Kd,rainbow,paired,broadway,0,0,true,12
As,Ah,2s,two_tone,paired,broadway,11,0,true,12
As,Ah,2d,rainbow,paired,broadway,11,0,true,12
As,Ah,3s,two_tone,paired,broadway,10,0,true,12
As,Ah,3d,rainbow,paired,broadway,10,0,true,12
As,Ah,4s,two_tone,paired,broadway,9,0,true,12
As,Ah,4d,rainbow,paired,broadway,9,0,true,12
As,Ah,5s,two_tone,paired,broadway,8,0,true,12
As,Ah,5d,rainbow,paired,broadway,8,0,true,12
As,Ah,6s,two_tone,paired,broadway,7,0,false,12
As,Ah,6d,rainbow,paired,broadway,7,0,false,12
As,Ah,7s,two_tone,paired,broadway,6,0,false,12
As,Ah,7d,rainbow,paired,broadway,6,0,false,12
As,Ah,8s,two_tone,paired,broadway,5,0,false,12
As,Ah,8d,rainbow,paired,broadway,5,0,false,12
As,Ah,9s,two_tone,paired,broadway,4,0,false,12
As,Ah,9d,rainbow,paired,broadway,4,0,false,12
As,Ah,Ts,two_tone,paired,broadway,3,0,true,12
As,Ah,Td,rainbow,paired,broadway,3,0,true,12
As,Ah,Js,two_tone,paired,broadway,2,0,true,12
As,Ah,Jd,rainbow,paired,broadway,2,0,true,12
As,Ah,Qs,two_tone,paired,broadway,1,0,true,12
As,Ah,Qd,rainbow,paired,broadway,1,0,true,12
As,Ah,Ks,two_tone,paired,broadway,0,0,true,12
As,Ah,Kd,rainbow,paired,broadway,0,0,true,12
As,Ah,Ad,rainbow,trips,broadway,0,0,true,4
Ah,3s,2s,two_tone,unpaired,broadway,10,0,true,12
Ah,4s,2s,two_tone,unpaired,broadway,9,1,true,12
Ah,4s,3s,two_tone,unpaired,broadway,9,0,true,12
Ah,5s,2s,two_tone,unpaired,broadway,8,2,true,12
Ah,5s,3s,two_tone,unpaired,broadway,8,1,true,12
Ah,5s,4s,two_tone,unpaired,broadway,8,0,true,12
Ah,6s,2s,two_tone,unpaired,broadway,7,3,false,12
Ah,6s,3s,two_tone,unpaired,broadway,7,2,false,12
Ah,6s,4s,two_tone,unpaired,broadway,7,1,false,12
Ah,6s,5s,two_tone,unpaired,broadway,7,0,false,12
Ah,7s,2s,two_tone,unpaired,broadway,6,4,false,12
Ah,7s,3s,two_tone,unpaired,broadway,6,3,false,12
Ah,7s,4s,two_tone,unpaired,broadway,6,2,false,12
Ah,7s,5s,two_tone,unpaired,broadway,6,1,false,12
Ah,7s,6s,two_tone,unpaired,broadway,6,0,false,12
Ah,8s,2s,two_tone,unpaired,broadway,5,5,false,12
Ah,8s,3s,two_tone,unpaired,broadway,5,4,false,12
Ah,8s,4s,two_tone,unpaired,broadway,5,3,false,12
Ah,8s,5s,two_tone,unpaired,broadway,5,2,false,12
Ah,8s,6s,two_tone,unpaired,broadway,5,1,false,12
Ah,8s,7s,two_tone,unpaired,broadway,5,0,false,12
Ah,9s,2s,two_tone,unpaired,broadway,4,6,false,12
Ah,9s,3s,two_tone,unpaired,broadway,4,5,false,12
Ah,9s,4s,two_tone,unpaired,broadway,4,4,false,12
Ah,9s,5s,two_tone,unpaired,broadway,4,3,false,12
Ah,9s,6s,two_tone,unpaired,broadway,4,2,false,12
Ah,9s,7s,two_tone,unpaired,broadway,4,1,false,12
Ah,9s,8s,two_tone,unpaired,broadway,4,0,false,12
Ah,Ts,2s,two_tone,unpaired,broadway,3,7,false,12
Ah,Ts,3s,two_tone,unpaired,broadway,3,6,false,12
Ah,Ts,4s,two_tone,unpaired,broadway,3,5,false,12
Ah,Ts,5s,two_tone,unpaired,broadway,3,4,false,12
Ah,Ts,6s,two_tone,unpaired,broadway,3,3,false,12
Ah,Ts,7s,two_tone,unpaired,broadway,3,2,false,12
Ah,Ts,8s,two_tone,unpaired,broadway,3,1,false,12
Ah,Ts,9s,two_tone,unpaired,broadway,3,0,false,12
Ah,Js,2s,two_tone,unpaired,broadway,2,8,false,12
Ah,Js,3s,two_tone,unpaired,broadway,2,7,false,12
Ah,Js,4s,two_tone,unpaired,broadway,2,6,false,12
Ah,Js,5s,two_tone,unpaired,broadway,2,5,false,12
Ah,Js,6s,two_tone,unpaired,broadway,2,4,false,12
Ah,Js,7s,two_tone,unpaired,broadway,2,3,false,12
Ah,Js,8s,two_tone,unpaired,broadway,2,2,false,12
Ah,Js,9s,two_tone,unpaired,broadway,2,1,false,12
Ah,Js,Ts,two_tone,unpaired,broadway,2,0,true,12
Ah,Qs,2s,two_tone,unpaired,broadway,1,9,false,12
Ah,Qs,3s,two_tone,unpaired,broadway,1,8,false,12
Ah,Qs,4s,two_tone,unpaired,broadway,1,7,false,12
Ah,Qs,5s,two_tone,unpaired,broadway,1,6,false,12
Ah,Qs,6s,two_tone,unpaired,broadway,1,5,false,12
Ah,Qs,7s,two_tone,unpaired,broadway,1,4,false,12
Ah,Qs,8s,two_tone,unpaired,broadway,1,3,false,12
Ah,Qs,9s,two_tone,unpaired,broadway,1,2,false,12
Ah,Qs,Ts,two_tone,unpaired,broadway,1,1,true,12
Ah,Qs,Js,two_tone,unpaired,broadway,1,0,true,12
Ah,Ks,2s,two_tone,unpaired,broadway,0,10,false,12
Ah,Ks,3s,two_tone,unpaired,broadway,0,9,false,12
Ah,Ks,4s,two_tone,unpaired,broadway,0,8,false,12
Ah,Ks,5s,two_tone,unpaired,broadway,0,7,false,12
Ah,Ks,6s,two_tone,unpaired,broadway,0,6,false,12
Ah,Ks,7s,two_tone,unpaired,broadway,0,5,false,12
Ah,Ks,8s,two_tone,unpaired,broadway,0,4,false,12
Ah,Ks,9s,two_tone,unpaired,broadway,0,3,false,12
Ah,Ks,Ts,two_tone,unpaired,broadway,0,2,true,12
Ah,Ks,Js,two_tone,unpaired,broadway,0,1,true,12
Ah,Ks,Qs,two_tone,unpaired,broadway,0,0,true,12
